Driver,Lap Number,Lap Time,Position,Time,Sector 1,Sector 2,Sector 3
OCO,3.0,0 days 00:01:22.636000,16.0,0 days 01:03:31.327000,0 days 00:00:24.295000,0 days 00:00:33.585000,0 days 00:00:24.756000
OCO,4.0,0 days 00:01:22.373000,16.0,0 days 01:04:53.700000,0 days 00:00:24.215000,0 days 00:00:33.190000,0 days 00:00:24.968000
OCO,5.0,0 days 00:01:22.484000,16.0,0 days 01:06:16.184000,0 days 00:00:24.086000,0 days 00:00:33.441000,0 days 00:00:24.957000
OCO,6.0,0 days 00:01:22.586000,15.0,0 days 01:07:38.770000,0 days 00:00:24.162000,0 days 00:00:33.465000,0 days 00:00:24.959000
OCO,7.0,0 days 00:01:22.280000,15.0,0 days 01:09:01.050000,0 days 00:00:23.931000,0 days 00:00:33.391000,0 days 00:00:24.958000
OCO,8.0,0 days 00:01:22.643000,14.0,0 days 01:10:23.693000,0 days 00:00:24.169000,0 days 00:00:33.356000,0 days 00:00:25.118000
OCO,9.0,0 days 00:01:22.814000,14.0,0 days 01:11:46.507000,0 days 00:00:24.084000,0 days 00:00:33.619000,0 days 00:00:25.111000
OCO,10.0,0 days 00:01:22.833000,13.0,0 days 01:13:09.340000,0 days 00:00:24.372000,0 days 00:00:33.515000,0 days 00:00:24.946000
OCO,11.0,0 days 00:01:22.770000,12.0,0 days 01:14:32.110000,0 days 00:00:24.339000,0 days 00:00:33.360000,0 days 00:00:25.071000
OCO,12.0,0 days 00:01:22.916000,12.0,0 days 01:15:55.026000,0 days 00:00:24.267000,0 days 00:00:33.496000,0 days 00:00:25.153000
OCO,13.0,0 days 00:01:24.063000,12.0,0 days 01:17:19.089000,0 days 00:00:24.485000,0 days 00:00:34.109000,0 days 00:00:25.469000
OCO,14.0,0 days 00:01:24.388000,12.0,0 days 01:18:43.477000,0 days 00:00:24.937000,0 days 00:00:34.065000,0 days 00:00:25.386000
OCO,15.0,0 days 00:01:23.590000,11.0,0 days 01:20:07.067000,0 days 00:00:24.504000,0 days 00:00:33.815000,0 days 00:00:25.271000
OCO,16.0,0 days 00:01:22.357000,11.0,0 days 01:21:29.424000,0 days 00:00:23.924000,0 days 00:00:33.383000,0 days 00:00:25.050000
OCO,17.0,0 days 00:01:23.264000,11.0,0 days 01:22:52.688000,0 days 00:00:24.403000,0 days 00:00:33.634000,0 days 00:00:25.227000
OCO,18.0,0 days 00:01:23.040000,11.0,0 days 01:24:15.728000,0 days 00:00:24.468000,0 days 00:00:33.474000,0 days 00:00:25.098000
OCO,19.0,0 days 00:01:24.345000,10.0,0 days 01:25:40.073000,0 days 00:00:25.075000,0 days 00:00:33.972000,0 days 00:00:25.298000
OCO,20.0,0 days 00:01:28.077000,12.0,0 days 01:27:08.150000,0 days 00:00:24.951000,0 days 00:00:33.760000,0 days 00:00:29.366000
OCO,21.0,0 days 00:01:39.981000,19.0,0 days 01:28:48.131000,0 days 00:00:43.317000,0 days 00:00:32.329000,0 days 00:00:24.335000
OCO,22.0,0 days 00:01:20.553000,19.0,0 days 01:30:08.684000,0 days 00:00:23.811000,0 days 00:00:32.346000,0 days 00:00:24.396000
OCO,23.0,0 days 00:01:20.793000,19.0,0 days 01:31:29.477000,0 days 00:00:23.893000,0 days 00:00:32.515000,0 days 00:00:24.385000
OCO,24.0,0 days 00:01:21.025000,19.0,0 days 01:32:50.502000,0 days 00:00:23.886000,0 days 00:00:32.732000,0 days 00:00:24.407000
OCO,25.0,0 days 00:01:22.556000,18.0,0 days 01:34:13.058000,0 days 00:00:24.068000,0 days 00:00:33.117000,0 days 00:00:25.371000
OCO,26.0,0 days 00:01:21.239000,16.0,0 days 01:35:34.297000,0 days 00:00:23.584000,0 days 00:00:32.971000,0 days 00:00:24.684000
OCO,27.0,0 days 00:01:21.248000,16.0,0 days 01:36:55.545000,0 days 00:00:24.078000,0 days 00:00:32.677000,0 days 00:00:24.493000
OCO,28.0,0 days 00:01:20.959000,16.0,0 days 01:38:16.504000,0 days 00:00:23.874000,0 days 00:00:32.664000,0 days 00:00:24.421000
OCO,29.0,0 days 00:01:21.229000,16.0,0 days 01:39:37.733000,0 days 00:00:23.963000,0 days 00:00:32.786000,0 days 00:00:24.480000
OCO,30.0,0 days 00:01:21.122000,16.0,0 days 01:40:58.855000,0 days 00:00:23.777000,0 days 00:00:32.755000,0 days 00:00:24.590000
OCO,31.0,0 days 00:01:21.692000,16.0,0 days 01:42:20.547000,0 days 00:00:24.051000,0 days 00:00:32.918000,0 days 00:00:24.723000
OCO,32.0,0 days 00:01:21.617000,15.0,0 days 01:43:42.164000,0 days 00:00:23.933000,0 days 00:00:32.950000,0 days 00:00:24.734000
OCO,33.0,0 days 00:01:21.600000,15.0,0 days 01:45:03.764000,0 days 00:00:23.923000,0 days 00:00:32.933000,0 days 00:00:24.744000
OCO,34.0,0 days 00:01:22.657000,14.0,0 days 01:46:26.421000,0 days 00:00:24.210000,0 days 00:00:33.655000,0 days 00:00:24.792000
OCO,35.0,0 days 00:01:21.466000,14.0,0 days 01:47:47.887000,0 days 00:00:23.815000,0 days 00:00:33.038000,0 days 00:00:24.613000
OCO,36.0,0 days 00:01:21.311000,13.0,0 days 01:49:09.198000,0 days 00:00:24.010000,0 days 00:00:32.883000,0 days 00:00:24.418000
OCO,37.0,0 days 00:01:21.480000,13.0,0 days 01:50:30.678000,0 days 00:00:24.028000,0 days 00:00:32.852000,0 days 00:00:24.600000
OCO,38.0,0 days 00:01:22.832000,14.0,0 days 01:51:53.510000,0 days 00:00:24.875000,0 days 00:00:33.091000,0 days 00:00:24.866000
OCO,39.0,0 days 00:01:23.090000,14.0,0 days 01:53:16.600000,0 days 00:00:24.041000,0 days 00:00:33.984000,0 days 00:00:25.065000
OCO,40.0,0 days 00:01:22.804000,14.0,0 days 01:54:39.404000,0 days 00:00:23.773000,0 days 00:00:33.949000,0 days 00:00:25.082000
OCO,41.0,0 days 00:01:21.214000,14.0,0 days 01:56:00.618000,0 days 00:00:23.722000,0 days 00:00:32.871000,0 days 00:00:24.621000
OCO,42.0,0 days 00:01:21.688000,14.0,0 days 01:57:22.306000,0 days 00:00:23.861000,0 days 00:00:32.965000,0 days 00:00:24.862000
OCO,43.0,0 days 00:01:25.554000,14.0,0 days 01:58:47.860000,0 days 00:00:24.677000,0 days 00:00:32.699000,0 days 00:00:28.178000
OCO,44.0,0 days 00:01:38.168000,17.0,0 days 02:00:26.028000,0 days 00:00:42.609000,0 days 00:00:31.972000,0 days 00:00:23.587000
OCO,45.0,0 days 00:01:20.252000,16.0,0 days 02:01:46.280000,0 days 00:00:23.541000,0 days 00:00:32.090000,0 days 00:00:24.621000
OCO,46.0,0 days 00:01:18.624000,16.0,0 days 02:03:04.904000,0 days 00:00:22.988000,0 days 00:00:31.884000,0 days 00:00:23.752000
OCO,47.0,0 days 00:01:21.418000,17.0,0 days 02:04:26.322000,0 days 00:00:24.843000,0 days 00:00:32.563000,0 days 00:00:24.012000
OCO,48.0,0 days 00:01:19.540000,17.0,0 days 02:05:45.862000,0 days 00:00:23.334000,0 days 00:00:32.123000,0 days 00:00:24.083000
OCO,49.0,0 days 00:01:19.294000,17.0,0 days 02:07:05.156000,0 days 00:00:23.232000,0 days 00:00:32.076000,0 days 00:00:23.986000
OCO,50.0,0 days 00:01:19.549000,16.0,0 days 02:08:24.705000,0 days 00:00:23.379000,0 days 00:00:32.002000,0 days 00:00:24.168000
OCO,51.0,0 days 00:01:19.826000,16.0,0 days 02:09:44.531000,0 days 00:00:23.453000,0 days 00:00:32.195000,0 days 00:00:24.178000
OCO,52.0,0 days 00:01:19.897000,16.0,0 days 02:11:04.428000,0 days 00:00:23.577000,0 days 00:00:32.164000,0 days 00:00:24.156000
OCO,53.0,0 days 00:01:19.950000,16.0,0 days 02:12:24.378000,0 days 00:00:23.584000,0 days 00:00:32.269000,0 days 00:00:24.097000
OCO,54.0,0 days 00:01:38.073000,14.0,0 days 02:14:02.451000,0 days 00:00:23.645000,0 days 00:00:43.859000,0 days 00:00:30.569000
OCO,55.0,0 days 00:02:08.750000,12.0,0 days 02:16:11.201000,0 days 00:00:33.408000,0 days 00:00:55.672000,0 days 00:00:39.670000
OCO,56.0,0 days 00:02:06.139000,11.0,0 days 02:18:17.340000,0 days 00:00:38.865000,0 days 00:00:49.158000,0 days 00:00:38.116000
OCO,57.0,0 days 00:01:58.058000,11.0,0 days 02:20:15.398000,0 days 00:00:38.408000,0 days 00:00:49.968000,0 days 00:00:29.682000
OCO,58.0,0 days 00:01:23.666000,11.0,0 days 02:21:39.064000,0 days 00:00:25.125000,0 days 00:00:33.640000,0 days 00:00:24.901000
OCO,59.0,0 days 00:01:21.232000,11.0,0 days 02:23:00.296000,0 days 00:00:23.959000,0 days 00:00:32.598000,0 days 00:00:24.675000
OCO,60.0,0 days 00:01:36.046000,11.0,0 days 02:24:36.342000,0 days 00:00:24.929000,0 days 00:00:36.172000,0 days 00:00:34.945000
OCO,61.0,0 days 00:01:22.116000,13.0,0 days 02:25:58.458000,0 days 00:00:24.660000,0 days 00:00:33.259000,0 days 00:00:24.197000
OCO,62.0,0 days 00:01:20.164000,13.0,0 days 02:27:18.622000,0 days 00:00:23.738000,0 days 00:00:32.309000,0 days 00:00:24.117000
OCO,63.0,0 days 00:01:20.781000,14.0,0 days 02:28:39.403000,0 days 00:00:24.159000,0 days 00:00:32.407000,0 days 00:00:24.215000
OCO,64.0,0 days 00:01:21.171000,15.0,0 days 02:30:00.574000,0 days 00:00:24.463000,0 days 00:00:32.545000,0 days 00:00:24.163000
OCO,65.0,0 days 00:01:21.445000,16.0,0 days 02:31:22.019000,0 days 00:00:24.099000,0 days 00:00:33.117000,0 days 00:00:24.229000
OCO,66.0,0 days 00:01:21.201000,17.0,0 days 02:32:43.220000,0 days 00:00:24.244000,0 days 00:00:32.673000,0 days 00:00:24.284000
NOR,1.0,0 days 00:01:24.658000,3.0,0 days 01:00:38.306000,,0 days 00:00:32.807000,0 days 00:00:24.069000
NOR,2.0,0 days 00:01:20.904000,3.0,0 days 01:01:59.210000,0 days 00:00:24.426000,0 days 00:00:32.574000,0 days 00:00:23.904000
NOR,3.0,0 days 00:01:20.690000,3.0,0 days 01:03:19.900000,0 days 00:00:23.920000,0 days 00:00:32.553000,0 days 00:00:24.217000
NOR,4.0,0 days 00:01:20.800000,3.0,0 days 01:04:40.700000,0 days 00:00:24.072000,0 days 00:00:32.502000,0 days 00:00:24.226000
NOR,5.0,0 days 00:01:20.644000,3.0,0 days 01:06:01.344000,0 days 00:00:23.983000,0 days 00:00:32.529000,0 days 00:00:24.132000
NOR,6.0,0 days 00:01:20.713000,3.0,0 days 01:07:22.057000,0 days 00:00:24.113000,0 days 00:00:32.402000,0 days 00:00:24.198000
NOR,7.0,0 days 00:01:20.837000,3.0,0 days 01:08:42.894000,0 days 00:00:24.048000,0 days 00:00:32.427000,0 days 00:00:24.362000
NOR,8.0,0 days 00:01:20.902000,3.0,0 days 01:10:03.796000,0 days 00:00:24.111000,0 days 00:00:32.541000,0 days 00:00:24.250000
NOR,9.0,0 days 00:01:20.950000,3.0,0 days 01:11:24.746000,0 days 00:00:24.027000,0 days 00:00:32.557000,0 days 00:00:24.366000
NOR,10.0,0 days 00:01:20.929000,3.0,0 days 01:12:45.675000,0 days 00:00:23.944000,0 days 00:00:32.556000,0 days 00:00:24.429000
NOR,11.0,0 days 00:01:20.959000,3.0,0 days 01:14:06.634000,0 days 00:00:23.919000,0 days 00:00:32.618000,0 days 00:00:24.422000
NOR,12.0,0 days 00:01:21.461000,3.0,0 days 01:15:28.095000,0 days 00:00:23.934000,0 days 00:00:32.972000,0 days 00:00:24.555000
NOR,13.0,0 days 00:01:20.531000,2.0,0 days 01:16:48.626000,0 days 00:00:23.725000,0 days 00:00:32.403000,0 days 00:00:24.403000
NOR,14.0,0 days 00:01:20.658000,2.0,0 days 01:18:09.284000,0 days 00:00:23.945000,0 days 00:00:32.424000,0 days 00:00:24.289000
NOR,15.0,0 days 00:01:20.926000,2.0,0 days 01:19:30.210000,0 days 00:00:23.899000,0 days 00:00:32.592000,0 days 00:00:24.435000
NOR,16.0,0 days 00:01:20.666000,2.0,0 days 01:20:50.876000,0 days 00:00:23.875000,0 days 00:00:32.465000,0 days 00:00:24.326000
NOR,17.0,0 days 00:01:20.846000,2.0,0 days 01:22:11.722000,0 days 00:00:23.955000,0 days 00:00:32.516000,0 days 00:00:24.375000
NOR,18.0,0 days 00:01:20.918000,2.0,0 days 01:23:32.640000,0 days 00:00:23.892000,0 days 00:00:32.585000,0 days 00:00:24.441000
NOR,19.0,0 days 00:01:21.089000,2.0,0 days 01:24:53.729000,0 days 00:00:23.914000,0 days 00:00:32.802000,0 days 00:00:24.373000
NOR,20.0,0 days 00:01:21.578000,2.0,0 days 01:26:15.307000,0 days 00:00:23.876000,0 days 00:00:33.148000,0 days 00:00:24.554000
NOR,21.0,0 days 00:01:25.617000,2.0,0 days 01:27:40.924000,0 days 00:00:23.886000,0 days 00:00:33.215000,0 days 00:00:28.516000
NOR,22.0,0 days 00:01:39.087000,3.0,0 days 01:29:20.011000,0 days 00:00:42.827000,0 days 00:00:32.165000,0 days 00:00:24.095000
NOR,23.0,0 days 00:01:19.844000,3.0,0 days 01:30:39.855000,0 days 00:00:23.843000,0 days 00:00:32.086000,0 days 00:00:23.915000
NOR,24.0,0 days 00:01:19.841000,3.0,0 days 01:31:59.696000,0 days 00:00:23.836000,0 days 00:00:31.979000,0 days 00:00:24.026000
NOR,25.0,0 days 00:01:19.917000,3.0,0 days 01:33:19.613000,0 days 00:00:23.809000,0 days 00:00:32.112000,0 days 00:00:23.996000
NOR,26.0,0 days 00:01:19.912000,3.0,0 days 01:34:39.525000,0 days 00:00:23.696000,0 days 00:00:32.187000,0 days 00:00:24.029000
NOR,27.0,0 days 00:01:19.968000,3.0,0 days 01:35:59.493000,0 days 00:00:23.727000,0 days 00:00:32.163000,0 days 00:00:24.078000
NOR,28.0,0 days 00:01:19.799000,3.0,0 days 01:37:19.292000,0 days 00:00:23.742000,0 days 00:00:32.131000,0 days 00:00:23.926000
NOR,29.0,0 days 00:01:20.016000,3.0,0 days 01:38:39.308000,0 days 00:00:23.633000,0 days 00:00:32.182000,0 days 00:00:24.201000
NOR,30.0,0 days 00:01:19.989000,2.0,0 days 01:39:59.297000,0 days 00:00:23.550000,0 days 00:00:32.334000,0 days 00:00:24.105000
NOR,31.0,0 days 00:01:20.318000,2.0,0 days 01:41:19.615000,0 days 00:00:23.685000,0 days 00:00:32.434000,0 days 00:00:24.199000
NOR,32.0,0 days 00:01:20.066000,2.0,0 days 01:42:39.681000,0 days 00:00:23.781000,0 days 00:00:32.283000,0 days 00:00:24.002000
NOR,33.0,0 days 00:01:19.902000,2.0,0 days 01:43:59.583000,0 days 00:00:23.728000,0 days 00:00:32.149000,0 days 00:00:24.025000
NOR,34.0,0 days 00:01:19.913000,2.0,0 days 01:45:19.496000,0 days 00:00:23.596000,0 days 00:00:32.173000,0 days 00:00:24.144000
NOR,35.0,0 days 00:01:19.854000,2.0,0 days 01:46:39.350000,0 days 00:00:23.581000,0 days 00:00:32.137000,0 days 00:00:24.136000
NOR,36.0,0 days 00:01:19.612000,2.0,0 days 01:47:58.962000,0 days 00:00:23.532000,0 days 00:00:32.102000,0 days 00:00:23.978000
NOR,37.0,0 days 00:01:19.650000,2.0,0 days 01:49:18.612000,0 days 00:00:23.391000,0 days 00:00:32.190000,0 days 00:00:24.069000
NOR,38.0,0 days 00:01:20.101000,2.0,0 days 01:50:38.713000,0 days 00:00:23.312000,0 days 00:00:32.389000,0 days 00:00:24.400000
NOR,39.0,0 days 00:01:19.449000,2.0,0 days 01:51:58.162000,0 days 00:00:23.103000,0 days 00:00:32.283000,0 days 00:00:24.063000
NOR,40.0,0 days 00:01:19.851000,2.0,0 days 01:53:18.013000,0 days 00:00:23.344000,0 days 00:00:32.216000,0 days 00:00:24.291000
NOR,41.0,0 days 00:01:20.568000,2.0,0 days 01:54:38.581000,0 days 00:00:23.533000,0 days 00:00:32.591000,0 days 00:00:24.444000
NOR,42.0,0 days 00:01:19.941000,2.0,0 days 01:55:58.522000,0 days 00:00:23.424000,0 days 00:00:32.303000,0 days 00:00:24.214000
NOR,43.0,0 days 00:01:19.824000,2.0,0 days 01:57:18.346000,0 days 00:00:23.375000,0 days 00:00:32.353000,0 days 00:00:24.096000
NOR,44.0,0 days 00:01:19.984000,2.0,0 days 01:58:38.330000,0 days 00:00:23.550000,0 days 00:00:32.212000,0 days 00:00:24.222000
NOR,45.0,0 days 00:01:20.426000,2.0,0 days 01:59:58.756000,0 days 00:00:23.676000,0 days 00:00:32.478000,0 days 00:00:24.272000
NOR,46.0,0 days 00:01:20.027000,2.0,0 days 02:01:18.783000,0 days 00:00:23.614000,0 days 00:00:32.171000,0 days 00:00:24.242000
NOR,47.0,0 days 00:01:20.082000,2.0,0 days 02:02:38.865000,0 days 00:00:23.596000,0 days 00:00:32.318000,0 days 00:00:24.168000
NOR,48.0,0 days 00:01:23.999000,2.0,0 days 02:04:02.864000,0 days 00:00:23.492000,0 days 00:00:32.329000,0 days 00:00:28.178000
NOR,49.0,0 days 00:01:36.400000,2.0,0 days 02:05:39.264000,0 days 00:00:41.979000,0 days 00:00:31.179000,0 days 00:00:23.242000
NOR,50.0,0 days 00:01:17.304000,2.0,0 days 02:06:56.568000,0 days 00:00:22.512000,0 days 00:00:31.296000,0 days 00:00:23.496000
NOR,51.0,0 days 00:01:18.315000,2.0,0 days 02:08:14.883000,0 days 00:00:23.219000,0 days 00:00:31.349000,0 days 00:00:23.747000
NOR,52.0,0 days 00:01:19.034000,2.0,0 days 02:09:33.917000,0 days 00:00:23.896000,0 days 00:00:31.698000,0 days 00:00:23.440000
NOR,53.0,0 days 00:01:18.345000,2.0,0 days 02:10:52.262000,0 days 00:00:23.291000,0 days 00:00:31.634000,0 days 00:00:23.420000
NOR,54.0,0 days 00:01:18.114000,2.0,0 days 02:12:10.376000,0 days 00:00:23.129000,0 days 00:00:31.474000,0 days 00:00:23.511000
NOR,55.0,0 days 00:01:33.197000,2.0,0 days 02:13:43.573000,0 days 00:00:23.085000,0 days 00:00:38.119000,0 days 00:00:31.993000
NOR,56.0,0 days 00:02:26.697000,2.0,0 days 02:16:10.270000,0 days 00:00:49.073000,0 days 00:00:57,0 days 00:00:40.624000
NOR,57.0,0 days 00:02:05.980000,2.0,0 days 02:18:16.250000,0 days 00:00:38.928000,0 days 00:00:49.287000,0 days 00:00:37.765000
NOR,58.0,0 days 00:02:10.257000,2.0,0 days 02:20:26.507000,0 days 00:00:38.503000,0 days 00:00:50.038000,0 days 00:00:41.716000
NOR,59.0,0 days 00:02:03.282000,2.0,0 days 02:22:29.789000,0 days 00:00:37.447000,0 days 00:00:48.840000,0 days 00:00:36.995000
NOR,60.0,0 days 00:02:02.701000,2.0,0 days 02:24:32.490000,0 days 00:00:35.781000,0 days 00:00:45.839000,0 days 00:00:41.081000
NOR,61.0,0 days 00:01:16.187000,2.0,0 days 02:25:48.677000,0 days 00:00:22.929000,0 days 00:00:30.691000,0 days 00:00:22.567000
NOR,62.0,0 days 00:01:16.214000,2.0,0 days 02:27:04.891000,0 days 00:00:22.632000,0 days 00:00:30.825000,0 days 00:00:22.757000
NOR,63.0,0 days 00:01:16.716000,2.0,0 days 02:28:21.607000,0 days 00:00:22.652000,0 days 00:00:31.060000,0 days 00:00:23.004000
NOR,64.0,0 days 00:01:16.863000,2.0,0 days 02:29:38.470000,0 days 00:00:22.500000,0 days 00:00:31.187000,0 days 00:00:23.176000
NOR,65.0,0 days 00:01:17.505000,2.0,0 days 02:30:55.975000,0 days 00:00:22.660000,0 days 00:00:31.502000,0 days 00:00:23.343000
NOR,66.0,0 days 00:01:17.519000,2.0,0 days 02:32:13.494000,0 days 00:00:22.775000,0 days 00:00:31.491000,0 days 00:00:23.253000
COL,1.0,0 days 00:01:32.318000,18.0,0 days 01:00:45.966000,,0 days 00:00:35.213000,0 days 00:00:25.536000
COL,2.0,0 days 00:01:23.993000,18.0,0 days 01:02:09.959000,0 days 00:00:24.778000,0 days 00:00:34.042000,0 days 00:00:25.173000
COL,3.0,0 days 00:01:23.061000,18.0,0 days 01:03:33.020000,0 days 00:00:24.299000,0 days 00:00:33.911000,0 days 00:00:24.851000
COL,4.0,0 days 00:01:22.402000,18.0,0 days 01:04:55.422000,0 days 00:00:24.011000,0 days 00:00:33.601000,0 days 00:00:24.790000
COL,5.0,0 days 00:01:22.336000,18.0,0 days 01:06:17.758000,0 days 00:00:23.916000,0 days 00:00:33.564000,0 days 00:00:24.856000
COL,6.0,0 days 00:01:22.776000,17.0,0 days 01:07:40.534000,0 days 00:00:24.205000,0 days 00:00:33.670000,0 days 00:00:24.901000
COL,7.0,0 days 00:01:23.079000,17.0,0 days 01:09:03.613000,0 days 00:00:24.288000,0 days 00:00:33.665000,0 days 00:00:25.126000
COL,8.0,0 days 00:01:23.385000,17.0,0 days 01:10:26.998000,0 days 00:00:24.325000,0 days 00:00:33.921000,0 days 00:00:25.139000
COL,9.0,0 days 00:01:23.094000,15.0,0 days 01:11:50.092000,0 days 00:00:24.355000,0 days 00:00:33.675000,0 days 00:00:25.064000
COL,10.0,0 days 00:01:22.147000,14.0,0 days 01:13:12.239000,0 days 00:00:23.786000,0 days 00:00:33.283000,0 days 00:00:25.078000
COL,11.0,0 days 00:01:23.044000,13.0,0 days 01:14:35.283000,0 days 00:00:24.267000,0 days 00:00:33.563000,0 days 00:00:25.214000
COL,12.0,0 days 00:01:23.037000,13.0,0 days 01:15:58.320000,0 days 00:00:24.443000,0 days 00:00:33.412000,0 days 00:00:25.182000
COL,13.0,0 days 00:01:23.742000,13.0,0 days 01:17:22.062000,0 days 00:00:24.874000,0 days 00:00:33.690000,0 days 00:00:25.178000
COL,14.0,0 days 00:01:26.715000,14.0,0 days 01:18:48.777000,0 days 00:00:24.374000,0 days 00:00:33.557000,0 days 00:00:28.784000
COL,15.0,0 days 00:01:39.134000,19.0,0 days 01:20:27.911000,0 days 00:00:43.015000,0 days 00:00:32.090000,0 days 00:00:24.029000
COL,16.0,0 days 00:01:21.386000,18.0,0 days 01:21:49.297000,0 days 00:00:23.941000,0 days 00:00:32.949000,0 days 00:00:24.496000
COL,17.0,0 days 00:01:21.625000,18.0,0 days 01:23:10.922000,0 days 00:00:23.846000,0 days 00:00:33.174000,0 days 00:00:24.605000
COL,18.0,0 days 00:01:22.805000,19.0,0 days 01:24:33.727000,0 days 00:00:24.114000,0 days 00:00:33.800000,0 days 00:00:24.891000
COL,19.0,0 days 00:01:22.359000,19.0,0 days 01:25:56.086000,0 days 00:00:24.087000,0 days 00:00:33.268000,0 days 00:00:25.004000
COL,20.0,0 days 00:01:22.388000,18.0,0 days 01:27:18.474000,0 days 00:00:24.039000,0 days 00:00:33.447000,0 days 00:00:24.902000
COL,21.0,0 days 00:01:22.649000,17.0,0 days 01:28:41.123000,0 days 00:00:24.346000,0 days 00:00:33.304000,0 days 00:00:24.999000
COL,22.0,0 days 00:01:22.541000,17.0,0 days 01:30:03.664000,0 days 00:00:24.195000,0 days 00:00:33.218000,0 days 00:00:25.128000
COL,23.0,0 days 00:01:22.562000,17.0,0 days 01:31:26.226000,0 days 00:00:24.144000,0 days 00:00:33.298000,0 days 00:00:25.120000
COL,24.0,0 days 00:01:22.707000,17.0,0 days 01:32:48.933000,0 days 00:00:24.522000,0 days 00:00:33.312000,0 days 00:00:24.873000
COL,25.0,0 days 00:01:23.729000,17.0,0 days 01:34:12.662000,0 days 00:00:24.923000,0 days 00:00:33.635000,0 days 00:00:25.171000
COL,26.0,0 days 00:01:23.997000,18.0,0 days 01:35:36.659000,0 days 00:00:25.069000,0 days 00:00:33.758000,0 days 00:00:25.170000
COL,27.0,0 days 00:01:22.766000,17.0,0 days 01:36:59.425000,0 days 00:00:24.445000,0 days 00:00:33.307000,0 days 00:00:25.014000
COL,28.0,0 days 00:01:22.499000,17.0,0 days 01:38:21.924000,0 days 00:00:24.361000,0 days 00:00:33.286000,0 days 00:00:24.852000
COL,29.0,0 days 00:01:23.503000,18.0,0 days 01:39:45.427000,0 days 00:00:24.832000,0 days 00:00:33.626000,0 days 00:00:25.045000
COL,30.0,0 days 00:01:22.645000,18.0,0 days 01:41:08.072000,0 days 00:00:24.478000,0 days 00:00:33.158000,0 days 00:00:25.009000
COL,31.0,0 days 00:01:22.593000,18.0,0 days 01:42:30.665000,0 days 00:00:24.275000,0 days 00:00:33.124000,0 days 00:00:25.194000
COL,32.0,0 days 00:01:23.257000,18.0,0 days 01:43:53.922000,0 days 00:00:24.416000,0 days 00:00:33.327000,0 days 00:00:25.514000
COL,33.0,0 days 00:01:24.241000,18.0,0 days 01:45:18.163000,0 days 00:00:25.649000,0 days 00:00:33.548000,0 days 00:00:25.044000
COL,34.0,0 days 00:01:23.956000,18.0,0 days 01:46:42.119000,0 days 00:00:25.135000,0 days 00:00:33.716000,0 days 00:00:25.105000
COL,35.0,0 days 00:01:22.315000,17.0,0 days 01:48:04.434000,0 days 00:00:24.328000,0 days 00:00:33,0 days 00:00:24.987000
COL,36.0,0 days 00:01:25.365000,17.0,0 days 01:49:29.799000,0 days 00:00:26.117000,0 days 00:00:34.204000,0 days 00:00:25.044000
COL,37.0,0 days 00:01:23.395000,18.0,0 days 01:50:53.194000,0 days 00:00:24.862000,0 days 00:00:33.521000,0 days 00:00:25.012000
COL,38.0,0 days 00:01:22.679000,18.0,0 days 01:52:15.873000,0 days 00:00:24.291000,0 days 00:00:33.338000,0 days 00:00:25.050000
COL,39.0,0 days 00:01:26.444000,18.0,0 days 01:53:42.317000,0 days 00:00:24.287000,0 days 00:00:33.426000,0 days 00:00:28.731000
COL,40.0,0 days 00:01:39.554000,18.0,0 days 01:55:21.871000,0 days 00:00:43.068000,0 days 00:00:32.427000,0 days 00:00:24.059000
COL,41.0,0 days 00:01:18.353000,18.0,0 days 01:56:40.224000,0 days 00:00:23.136000,0 days 00:00:31.673000,0 days 00:00:23.544000
COL,42.0,0 days 00:01:22.116000,18.0,0 days 01:58:02.340000,0 days 00:00:23.436000,0 days 00:00:34.005000,0 days 00:00:24.675000
COL,43.0,0 days 00:01:20.805000,18.0,0 days 01:59:23.145000,0 days 00:00:23.795000,0 days 00:00:32.516000,0 days 00:00:24.494000
COL,44.0,0 days 00:01:21.025000,18.0,0 days 02:00:44.170000,0 days 00:00:23.838000,0 days 00:00:32.625000,0 days 00:00:24.562000
COL,45.0,0 days 00:01:21.050000,18.0,0 days 02:02:05.220000,0 days 00:00:23.961000,0 days 00:00:32.527000,0 days 00:00:24.562000
COL,46.0,0 days 00:01:20.728000,18.0,0 days 02:03:25.948000,0 days 00:00:23.759000,0 days 00:00:32.474000,0 days 00:00:24.495000
COL,47.0,0 days 00:01:20.273000,18.0,0 days 02:04:46.221000,0 days 00:00:23.516000,0 days 00:00:32.498000,0 days 00:00:24.259000
COL,48.0,0 days 00:01:22.164000,18.0,0 days 02:06:08.385000,0 days 00:00:23.804000,0 days 00:00:33.898000,0 days 00:00:24.462000
COL,49.0,0 days 00:01:20.105000,18.0,0 days 02:07:28.490000,0 days 00:00:23.479000,0 days 00:00:32.361000,0 days 00:00:24.265000
COL,50.0,0 days 00:01:20.056000,18.0,0 days 02:08:48.546000,0 days 00:00:23.498000,0 days 00:00:32.317000,0 days 00:00:24.241000
COL,51.0,0 days 00:01:20.076000,18.0,0 days 02:10:08.622000,0 days 00:00:23.672000,0 days 00:00:32.136000,0 days 00:00:24.268000
COL,52.0,0 days 00:01:20.120000,18.0,0 days 02:11:28.742000,0 days 00:00:23.579000,0 days 00:00:32.321000,0 days 00:00:24.220000
